Commit Hash,File Name,Method Name,Method Code,Commit Link
e3300d3166e6ff2e02af483c44efcf92d8a9cd73,CpuTest.java,run,public void run() { hasRun = true; },https://www.github.com/sethm/symon/commit/e3300d3166e6ff2e02af483c44efcf92d8a9cd73
e3300d3166e6ff2e02af483c44efcf92d8a9cd73,CpuTest.java,step,public void step() { step++; },https://www.github.com/sethm/symon/commit/e3300d3166e6ff2e02af483c44efcf92d8a9cd73
e3300d3166e6ff2e02af483c44efcf92d8a9cd73,CpuTest.java,write,"public void write(int address, int value) { super.write(address, value); }",https://www.github.com/sethm/symon/commit/e3300d3166e6ff2e02af483c44efcf92d8a9cd73
316d0feac62842aa781cfc65fe412c4b19310564,CpuTest.java,suite,public static Test suite() { return new TestSuite(CpuTest.class); },https://www.github.com/sethm/symon/commit/316d0feac62842aa781cfc65fe412c4b19310564
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,AddressDecoder.java,isComplete,public boolean isComplete() { if (ioMap.isEmpty()) { return false; } MemoryRange prev = null; int i = 0; int size = ioMap.size(); for (Map.Entry e : ioMap.entrySet()) { MemoryRange cur = (MemoryRange)e.getKey(); if (i == 0) { if (cur.getStartAddress() != MEMORY_BOTTOM) { return false; } } else if (i < size - 1) { if (cur.getStartAddress() - 1 != prev.getEndAddress()) { return false; } } else { if (cur.getEndAddress() != MEMORY_TOP) { return false; } } i++; prev = cur; } return true; },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,AddressDecoder.java,hasGaps,public boolean hasGaps() { return !isComplete(); },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,CommandParser.java,prompt,"private void prompt() throws IOException { out.write(""j6502> ""); out.flush(); }",https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,CommandParser.java,readLine,private String readLine() throws IOException { String line = in.readLine(); if (line == null) { return null; } return line.trim(); },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,CommandParser.java,writeLine,private void writeLine(String line) throws IOException { out.write(line); out.newLine(); out.flush(); },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,Cpu.java,reset,public void reset() { sp = 0x01ff; pc = 0xfffc; },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,Cpu.java,readAddress,private int readAddress() { return readAddress(pc); },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,Cpu.java,readAddress,private int readAddress(int address) { return (sim.read(address)<<8 & sim.read(address+1)); },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,Cpu.java,getSimulator,public Simulator getSimulator() { return sim; },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,Device.java,getMemoryRange,public MemoryRange getMemoryRange() { return memoryRange; },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,Device.java,getEndAddress,public int getEndAddress() { return memoryRange.getEndAddress(); },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,Device.java,getStartAddress,public int getStartAddress() { return memoryRange.getStartAddress(); },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,Device.java,generateInterrupt,public void generateInterrupt() { cpu.interrupt(); },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,Device.java,generateNonMaskableInterrupt,public void generateNonMaskableInterrupt() { cpu.nmiInterrupt(); },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,MemoryRange.java,getStartAddress,public int getStartAddress() { return startAddress; },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,MemoryRange.java,getEndAddress,public int getEndAddress() { return endAddress; },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,MemoryRange.java,includes,public boolean includes(int address) { return (address <= endAddress && address >= startAddress); },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,MemoryRange.java,overlapsWith,public boolean overlapsWith(MemoryRange other) { return ((this.getEndAddress() >= other.getStartAddress() && this.getEndAddress() <= other.getEndAddress()) || (other.getEndAddress() >= this.getStartAddress() && other.getEndAddress() <= this.getEndAddress()) || (this.getStartAddress() <= other.getStartAddress() && this.getEndAddress() >= other.getEndAddress()) || (other.getStartAddress() <= this.getStartAddress() && other.getEndAddress() >= this.getEndAddress())); },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,MemoryRange.java,compareTo,"public int compareTo(MemoryRange other) { if (other == null) { throw new NullPointerException(""Cannot compare to null.""); } if (this == other) { return 0; } Integer thisStartAddr = new Integer(this.getStartAddress()); Integer thatStartAddr = new Integer(other.getStartAddress()); return thisStartAddr.compareTo(thatStartAddr); }",https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,MemoryRangeTest.java,suite,public static Test suite() { return new TestSuite(MemoryRangeTest.class); },https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,MemoryRangeTest.java,testConstructorThrowsWhenInvalid,"public void testConstructorThrowsWhenInvalid() { doInvalidMemoryRangeTest(0, -1); doInvalidMemoryRangeTest(-1, 0); doInvalidMemoryRangeTest(0, 0); doInvalidMemoryRangeTest(1, 1); doInvalidMemoryRangeTest(1, 0); doInvalidMemoryRangeTest(2, 1); }",https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,MemoryRangeTest.java,testConstructorShouldNotThrow,"public void testConstructorShouldNotThrow() throws MemoryRangeException { new MemoryRange(0, 1); new MemoryRange(0, 2); new MemoryRange(1, 2); new MemoryRange(2, 10); }",https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,MemoryRangeTest.java,testGetStartAddress,"public void testGetStartAddress() throws MemoryRangeException { MemoryRange r = new MemoryRange(0x101, 0x202); assertEquals(0x101, r.getStartAddress()); }",https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,MemoryRangeTest.java,testGetEndAddress,"public void testGetEndAddress() throws MemoryRangeException { MemoryRange r = new MemoryRange(0x101, 0x202); assertEquals(0x202, r.getEndAddress()); }",https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,MemoryRangeTest.java,testOverlapsWith,"public void testOverlapsWith() throws MemoryRangeException { MemoryRange a = new MemoryRange(0x0000, 0x0fff); MemoryRange b = new MemoryRange(0x2000, 0x2fff); MemoryRange c = new MemoryRange(0x1000, 0x1fff); MemoryRange d = new MemoryRange(0x0f00, 0x10ff); MemoryRange e = new MemoryRange(0x1fff, 0x20ff); MemoryRange f = new MemoryRange(0x0fff, 0x2000); MemoryRange g = new MemoryRange(0x00ff, 0x0100); MemoryRange h = new MemoryRange(0x20ff, 0x2100); assertFalse(c.overlapsWith(a)); assertFalse(c.overlapsWith(b)); assertFalse(a.overlapsWith(c)); assertFalse(b.overlapsWith(c)); assertFalse(a.overlapsWith(b)); assertFalse(b.overlapsWith(a)); assertTrue(d.overlapsWith(a)); assertTrue(a.overlapsWith(d)); assertTrue(e.overlapsWith(b)); assertTrue(b.overlapsWith(e)); assertTrue(f.overlapsWith(a)); assertTrue(a.overlapsWith(f)); assertTrue(f.overlapsWith(b)); assertTrue(b.overlapsWith(f)); assertTrue(a.overlapsWith(g)); assertTrue(g.overlapsWith(a)); assertFalse(b.overlapsWith(g)); assertFalse(g.overlapsWith(b)); assertFalse(a.overlapsWith(h)); assertFalse(h.overlapsWith(a)); assertTrue(b.overlapsWith(h)); assertTrue(h.overlapsWith(b)); }",https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,MemoryRangeTest.java,testIncluded,"public void testIncluded() throws MemoryRangeException { MemoryRange a = new MemoryRange(0x0100, 0x0fff); assertFalse(a.includes(0x0000)); assertFalse(a.includes(0x00ff)); assertTrue(a.includes(0x0100)); assertTrue(a.includes(0x0fff)); assertFalse(a.includes(0x1000)); assertFalse(a.includes(0xffff)); }",https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,MemoryRangeTest.java,testCompareTo,"public void testCompareTo() throws MemoryRangeException { MemoryRange a = new MemoryRange(0x0000, 0x0100); MemoryRange b = new MemoryRange(0x0200, 0x0300); MemoryRange c = new MemoryRange(0x0200, 0x0300); assertTrue(a.compareTo(b) == -1); assertTrue(b.compareTo(a) == 1); assertTrue(a.compareTo(a) == 0); assertTrue(b.compareTo(b) == 0); assertTrue(b.compareTo(c) == 0); assertTrue(c.compareTo(b) == 0); try { a.compareTo(null); fail(""Should have thrown NullPointerException""); } catch (NullPointerException ex) { } }",https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
5bbd72d44e8b5d928c9c847c5391fa86199d78fb,MemoryRangeTest.java,doInvalidMemoryRangeTest,"public void doInvalidMemoryRangeTest(int start, int end) { try { new MemoryRange(start, end); fail(""MemoryRangeException should have been thrown.""); } catch (MemoryRangeException e) { } }",https://www.github.com/sethm/symon/commit/5bbd72d44e8b5d928c9c847c5391fa86199d78fb
af7743b3857b2005c3bd2f4d20c6534e71839579,MemoryRange.java,overlaps,public boolean overlaps(MemoryRange other) { return (this.includes(other.getStartAddress()) || other.includes(this.getStartAddress())); },https://www.github.com/sethm/symon/commit/af7743b3857b2005c3bd2f4d20c6534e71839579
af7743b3857b2005c3bd2f4d20c6534e71839579,MemoryRangeTest.java,testOverlaps,"public void testOverlaps() throws MemoryRangeException { MemoryRange a = new MemoryRange(0x0100, 0x01ff); MemoryRange b = new MemoryRange(0x0200, 0x02ff); MemoryRange c = new MemoryRange(0x01a0, 0x01af); MemoryRange d = new MemoryRange(0x00ff, 0x01a0); MemoryRange e = new MemoryRange(0x01a0, 0x02ff); MemoryRange f = new MemoryRange(0x02a0, 0x02af); MemoryRange g = new MemoryRange(0x01ff, 0x02a0); MemoryRange h = new MemoryRange(0x02a0, 0x03ff); assertFalse(a.overlaps(b)); assertFalse(b.overlaps(a)); assertTrue(a.overlaps(c)); assertTrue(c.overlaps(a)); assertTrue(a.overlaps(d)); assertTrue(d.overlaps(a)); assertTrue(a.overlaps(e)); assertTrue(e.overlaps(a)); assertTrue(b.overlaps(f)); assertTrue(f.overlaps(b)); assertTrue(b.overlaps(g)); assertTrue(g.overlaps(b)); assertTrue(b.overlaps(h)); assertTrue(h.overlaps(b)); }",https://www.github.com/sethm/symon/commit/af7743b3857b2005c3bd2f4d20c6534e71839579
0e212e71e5e2f85c6a690ac9f1db33a08e676884,AddressDecoder.java,bottom,public int bottom() { return bottom; },https://www.github.com/sethm/symon/commit/0e212e71e5e2f85c6a690ac9f1db33a08e676884
0e212e71e5e2f85c6a690ac9f1db33a08e676884,AddressDecoder.java,top,public int top() { return top; },https://www.github.com/sethm/symon/commit/0e212e71e5e2f85c6a690ac9f1db33a08e676884
0e212e71e5e2f85c6a690ac9f1db33a08e676884,AddressDecoder.java,addDevice,public void addDevice(Device device),https://www.github.com/sethm/symon/commit/0e212e71e5e2f85c6a690ac9f1db33a08e676884
0e212e71e5e2f85c6a690ac9f1db33a08e676884,AddressDecoder.java,isComplete,public boolean isComplete() { if (devices.isEmpty()) { return false; } MemoryRange prev = null; int i = 0; int length = devices.size(); for (Device d : devices) { MemoryRange cur = d.getMemoryRange(); if (i == 0) { if (cur.getStartAddress() != bottom) { return false; } } if (prev != null && i < length - 1) { if (cur.getStartAddress() - 1 != prev.getEndAddress()) { return false; } } if (i == length - 1) { if (cur.getEndAddress() != top) { return false; } } i++; prev = cur; } return true; },https://www.github.com/sethm/symon/commit/0e212e71e5e2f85c6a690ac9f1db33a08e676884
0e212e71e5e2f85c6a690ac9f1db33a08e676884,AddressDecoder.java,getDevices,public List getDevices() { return new ArrayList(devices); },https://www.github.com/sethm/symon/commit/0e212e71e5e2f85c6a690ac9f1db33a08e676884
0e212e71e5e2f85c6a690ac9f1db33a08e676884,Device.java,write,"public abstract void write(int address, int data);",https://www.github.com/sethm/symon/commit/0e212e71e5e2f85c6a690ac9f1db33a08e676884
0e212e71e5e2f85c6a690ac9f1db33a08e676884,Device.java,read,public abstract int read(int address);,https://www.github.com/sethm/symon/commit/0e212e71e5e2f85c6a690ac9f1db33a08e676884
0e212e71e5e2f85c6a690ac9f1db33a08e676884,Device.java,getName,public String getName() { return name; },https://www.github.com/sethm/symon/commit/0e212e71e5e2f85c6a690ac9f1db33a08e676884
0e212e71e5e2f85c6a690ac9f1db33a08e676884,Device.java,setName,public void setName(String name) { this.name = name; },https://www.github.com/sethm/symon/commit/0e212e71e5e2f85c6a690ac9f1db33a08e676884
0e212e71e5e2f85c6a690ac9f1db33a08e676884,MemoryRange.java,toString,"public String toString() { StringBuffer desc = new StringBuffer(""@""); desc.append(String.format(""0x%04x"", startAddress)); desc.append(""-""); desc.append(String.format(""0x%04x"", endAddress)); return desc.toString(); }",https://www.github.com/sethm/symon/commit/0e212e71e5e2f85c6a690ac9f1db33a08e676884
0e212e71e5e2f85c6a690ac9f1db33a08e676884,Memory.java,write,"public void write(int address, int data) { }",https://www.github.com/sethm/symon/commit/0e212e71e5e2f85c6a690ac9f1db33a08e676884
0e212e71e5e2f85c6a690ac9f1db33a08e676884,AddressDecoderTest.java,suite,public static Test suite() { return new TestSuite(AddressDecoderTest.class); },https://www.github.com/sethm/symon/commit/0e212e71e5e2f85c6a690ac9f1db33a08e676884
0e212e71e5e2f85c6a690ac9f1db33a08e676884,AddressDecoderTest.java,testCreatingWithTopAndBottom,"public void testCreatingWithTopAndBottom() { AddressDecoder ad = null; ad = new AddressDecoder(0x00, 0xff); assertEquals(0x00, ad.bottom()); assertEquals(0xff, ad.top()); ad = new AddressDecoder(0x20, 0xea); assertEquals(0x20, ad.bottom()); assertEquals(0xea, ad.top()); }",https://www.github.com/sethm/symon/commit/0e212e71e5e2f85c6a690ac9f1db33a08e676884
0e212e71e5e2f85c6a690ac9f1db33a08e676884,AddressDecoderTest.java,testCreatingWithSize,"public void testCreatingWithSize() { AddressDecoder ad = null; ad = new AddressDecoder(256); assertEquals(0x00, ad.bottom()); assertEquals(0xff, ad.top()); ad = new AddressDecoder(4096); assertEquals(0x000, ad.bottom()); assertEquals(0xfff, ad.top()); ad = new AddressDecoder(65536); assertEquals(0x0000, ad.bottom()); assertEquals(0xffff, ad.top()); }",https://www.github.com/sethm/symon/commit/0e212e71e5e2f85c6a690ac9f1db33a08e676884
0e212e71e5e2f85c6a690ac9f1db33a08e676884,AddressDecoderTest.java,testAddDevice,"public void testAddDevice() throws MemoryRangeException { Device memory = new Memory(0x0000, 0x0100, null, true); Device rom = new Memory(0x0100, 0x0200, null, false); AddressDecoder ad = new AddressDecoder(0x0000, 0xffff); assertEquals(0, ad.getDevices().size()); ad.addDevice(memory); assertEquals(1, ad.getDevices().size()); ad.addDevice(rom); assertEquals(2, ad.getDevices().size()); }",https://www.github.com/sethm/symon/commit/0e212e71e5e2f85c6a690ac9f1db33a08e676884
