Branch Name,Commit Hash,File Name,Method Name,Method Code,Commit Link
master,61b019a5f875d1b17dafd2c09e773a8429f2eab8,dwarfexport.py,add_debug_info,"def add_debug_info():
    dwarf_pro_set_default_string_form(dbg, DW_FORM_string, err)
    cu = dwarf_new_die(dbg, DW_TAG_compile_unit, None, None, None, None, err)
    print(cu)
    dwarf_add_AT_name(cu, ext_c(curr.name), err)
    dir_index = dwarf_add_directory_decl(dbg, ext_dbg(curr.name), err)
    file_index = dwarf_add_file_decl(dbg, ext_c(curr.name), dir_index, 0, 0, err)
    print(dir_index)
    print(file_index)
    dwarf_add_AT_comp_dir(cu, ext_dbg(curr.name), err)
    # memory = curr.getMemory()
    # Get sections
    # memory.getBlocks()

    # Get segments
    # memory.getLoadedAndInitializedAddressSet()

    # Get executable segments
    # list(memory.getExecuteSet().getAddressRanges())

    # However we can omit this step and directly decompile all functions

    ifc = DecompInterface()
    ifc.openProgram(curr)
    fm = curr.getFunctionManager()
    funcs = fm.getFunctions(True)
    for f in funcs:
        add_function(cu, f, 1, file_index)
        pass",https://www.github.com/cesena/ghidra2dwarf/commit/61b019a5f875d1b17dafd2c09e773a8429f2eab8
master,61b019a5f875d1b17dafd2c09e773a8429f2eab8,dwarfexport.py,add_function,"def add_function(cu, func, linecount, file_index):
    die = dwarf_new_die(dbg, DW_TAG_subprogram, cu, None, None, None, err)
    loc_expr = dwarf_new_expr(dbg, err)
    # I don't know if it is linecount - 1 or what
    if dwarf_add_expr_gen(loc_expr, DW_OP_call_frame_cfa, 0, 0, err) == linecount - 1:
        print(""error"")",https://www.github.com/cesena/ghidra2dwarf/commit/61b019a5f875d1b17dafd2c09e773a8429f2eab8
master,61b019a5f875d1b17dafd2c09e773a8429f2eab8,dwarfexport.py,__init__,"    def __init__(
        self, use_dec=False, only_dec_nam_fun=False, att_deb_inf=False, verbose=False
    ):
        self.use_decompiler = use_dec
        self.only_decompile_named_funcs = only_dec_nam_fun
        self.attach_debug_info = att_deb_inf
        self.verbose = verbose
        self.filepath = """"
        self.filename = """"
        self.dwarf_source_path = """"
        self.export_options = 0",https://www.github.com/cesena/ghidra2dwarf/commit/61b019a5f875d1b17dafd2c09e773a8429f2eab8
master,4ee7d98becfba0a1ec80932e7bef4fed53f0f399,dwarfexport.py,add_debug_info,"def add_debug_info():
    dwarf_pro_set_default_string_form(dbg, DW_FORM_string, err)
    cu = dwarf_new_die(dbg, DW_TAG_compile_unit, None, None, None, None, err)
    print(cu)
    if options.use_decompiler:
        if dwarf_add_AT_name(cu, ext_c(curr.name), err) == None:
            stderr.write(""dwarf_add_AT_name error"")
        dir_index = dwarf_add_directory_decl(dbg, ext_dbg(curr.name), err)
        file_index = dwarf_add_file_decl(dbg, ext_c(curr.name), dir_index, 0, 0, err)
        dwarf_add_AT_comp_dir(cu, ext_dbg(curr.name), err)
    # memory = curr.getMemory()
    # Get sections
    # memory.getBlocks()

    # Get segments
    # memory.getLoadedAndInitializedAddressSet()

    # Get executable segments
    # list(memory.getExecuteSet().getAddressRanges())

    # However we can omit this step and directly decompile all functions

    linecount = 1
    ifc = DecompInterface()
    ifc.openProgram(curr)
    fm = curr.getFunctionManager()
    funcs = fm.getFunctions(True)
    for f in funcs:
        add_function(cu, f, linecount, file_index)
        pass",https://www.github.com/cesena/ghidra2dwarf/commit/4ee7d98becfba0a1ec80932e7bef4fed53f0f399
master,4ee7d98becfba0a1ec80932e7bef4fed53f0f399,dwarfexport.py,add_function,"def add_function(cu, func, linecount, file_index):
    die = dwarf_new_die(dbg, DW_TAG_subprogram, cu, None, None, None, err)
    if die == None:
        stderr.write(""dwarf_new_die error"")
    loc_expr = dwarf_new_expr(dbg, err)
    # I don't know if it is linecount - 1 or what
    if dwarf_add_expr_gen(loc_expr, DW_OP_call_frame_cfa, 0, 0, err) == linecount - 1:
        stderr.write(""dwarf_add_expr_gen error"")
    if dwarf_add_AT_location_expr(dbg, die, DW_AT_frame_base, loc_expr, err) == None:
        stderr.write(""dwarf_add_AT_location_expr error"")
    # TODO: Understand difference between c_name and mangled_name
    f_name = func.name
    print(f_name)
    if dwarf_add_AT_name(die, f_name, err) == None:
        stderr.write(""dwarf_add_AT_name error"")",https://www.github.com/cesena/ghidra2dwarf/commit/4ee7d98becfba0a1ec80932e7bef4fed53f0f399
master,4ee7d98becfba0a1ec80932e7bef4fed53f0f399,dwarfexport.py,__init__,"    def __init__(
        self, use_dec=False, only_dec_nam_fun=False, att_deb_inf=False, verbose=False
    ):
        self.use_decompiler = use_dec
        self.only_decompile_named_funcs = only_dec_nam_fun
        self.attach_debug_info = att_deb_inf
        self.verbose = verbose
        self.filepath = """"
        self.filename = """"
        self.dwarf_source_path = """"
        self.export_options = 0",https://www.github.com/cesena/ghidra2dwarf/commit/4ee7d98becfba0a1ec80932e7bef4fed53f0f399
master,7ae96c54f50bc77f5ccac7e73a8853b0441b1367,dwarfexport.py,add_debug_info,"def add_debug_info():
    dwarf_pro_set_default_string_form(dbg, DW_FORM_string, err)
    cu = dwarf_new_die(dbg, DW_TAG_compile_unit, None, None, None, None, err)
    print(cu)
    if options.use_decompiler:
        if dwarf_add_AT_name(cu, ext_c(curr.name), err) == None:
            stderr.write(""dwarf_add_AT_name error"")
        dir_index = dwarf_add_directory_decl(dbg, ext_dbg(curr.name), err)
        file_index = dwarf_add_file_decl(dbg, ext_c(curr.name), dir_index, 0, 0, err)
        dwarf_add_AT_comp_dir(cu, ext_dbg(curr.name), err)
    # memory = curr.getMemory()
    # Get sections
    # memory.getBlocks()

    # Get segments
    # memory.getLoadedAndInitializedAddressSet()

    # Get executable segments
    # list(memory.getExecuteSet().getAddressRanges())

    # However we can omit this step and directly decompile all functions

    linecount = 1
    ifc = DecompInterface()
    ifc.openProgram(curr)
    fm = curr.getFunctionManager()
    funcs = fm.getFunctions(True)
    for f in funcs:
        add_function(cu, f, linecount, file_index)
        pass",https://www.github.com/cesena/ghidra2dwarf/commit/7ae96c54f50bc77f5ccac7e73a8853b0441b1367
master,7ae96c54f50bc77f5ccac7e73a8853b0441b1367,dwarfexport.py,add_function,"def add_function(cu, func, linecount, file_index):
    die = dwarf_new_die(dbg, DW_TAG_subprogram, cu, None, None, None, err)
    if die == None:
        stderr.write(""dwarf_new_die error"")
    loc_expr = dwarf_new_expr(dbg, err)
    # I don't know if it is linecount - 1 or what
    if dwarf_add_expr_gen(loc_expr, DW_OP_call_frame_cfa, 0, 0, err) == linecount - 1:
        stderr.write(""dwarf_add_expr_gen error"")
    if dwarf_add_AT_location_expr(dbg, die, DW_AT_frame_base, loc_expr, err) == None:
        stderr.write(""dwarf_add_AT_location_expr error"")
    # TODO: Understand difference between c_name and mangled_name
    f_name = func.name
    print(f_name)
    if dwarf_add_AT_name(die, f_name, err) == None:
        stderr.write(""dwarf_add_AT_name error"")
    # if dwarf_add_AT_string(dbg, die, DW_AT_linkage_name, f_name, err) == None:
    #     stderr.write(""dwarf_add_AT_string error"")

    # NOT Working, I don't know why https://github.com/NationalSecurityAgency/ghidra/issues/835
    f_start = func.getEntryPoint()
    f_end = func.getBody().getMaxAddress()
    print(f_start)
    print(f_end)",https://www.github.com/cesena/ghidra2dwarf/commit/7ae96c54f50bc77f5ccac7e73a8853b0441b1367
master,7ae96c54f50bc77f5ccac7e73a8853b0441b1367,dwarfexport.py,__init__,"    def __init__(
        self, use_dec=False, only_dec_nam_fun=False, att_deb_inf=False, verbose=False
    ):
        self.use_decompiler = use_dec
        self.only_decompile_named_funcs = only_dec_nam_fun
        self.attach_debug_info = att_deb_inf
        self.verbose = verbose
        self.filepath = """"
        self.filename = """"
        self.dwarf_source_path = """"
        self.export_options = 0",https://www.github.com/cesena/ghidra2dwarf/commit/7ae96c54f50bc77f5ccac7e73a8853b0441b1367
master,be52a0f7d29c54655e0c4160659984902c06fcc7,dwarfexport.py,add_debug_info,"def add_debug_info():
    dwarf_pro_set_default_string_form(dbg, DW_FORM_string, err)
    cu = dwarf_new_die(dbg, DW_TAG_compile_unit, None, None, None, None, err)
    print(cu)
    if options.use_decompiler:
        if dwarf_add_AT_name(cu, ext_c(curr.name), err) == None:
            stderr.write(""dwarf_add_AT_name error"")
        dir_index = dwarf_add_directory_decl(dbg, ext_dbg(curr.name), err)
        file_index = dwarf_add_file_decl(dbg, ext_c(curr.name), dir_index, 0, 0, err)
        dwarf_add_AT_comp_dir(cu, ext_dbg(curr.name), err)
    # memory = curr.getMemory()
    # Get sections
    # memory.getBlocks()

    # Get segments
    # memory.getLoadedAndInitializedAddressSet()

    # Get executable segments
    # list(memory.getExecuteSet().getAddressRanges())

    # However we can omit this step and directly decompile all functions

    linecount = 1
    ifc = DecompInterface()
    ifc.openProgram(curr)
    fm = curr.functionManager
    funcs = fm.getFunctions(True)
    for f in funcs:
        add_function(cu, f, linecount, file_index)
        pass",https://www.github.com/cesena/ghidra2dwarf/commit/be52a0f7d29c54655e0c4160659984902c06fcc7
master,be52a0f7d29c54655e0c4160659984902c06fcc7,dwarfexport.py,add_function,"def add_function(cu, func, linecount, file_index):
    die = dwarf_new_die(dbg, DW_TAG_subprogram, cu, None, None, None, err)
    if die == None:
        stderr.write(""dwarf_new_die error"")
    loc_expr = dwarf_new_expr(dbg, err)
    # I don't know if it is linecount - 1 or what
    if dwarf_add_expr_gen(loc_expr, DW_OP_call_frame_cfa, 0, 0, err) == DW_DLV_NOCOUNT:
        stderr.write(""dwarf_add_expr_gen error"")
    if dwarf_add_AT_location_expr(dbg, die, DW_AT_frame_base, loc_expr, err) == None:
        stderr.write(""dwarf_add_AT_location_expr error"")
    # TODO: Understand difference between c_name and mangled_name
    f_name = func.name
    print(f_name)
    if dwarf_add_AT_name(die, f_name, err) == None:
        stderr.write(""dwarf_add_AT_name error"")
    if dwarf_add_AT_string(dbg, die, DW_AT_linkage_name, f_name, err) == None:
        stderr.write(""dwarf_add_AT_string error"")

    # TODO: Check for multiple ranges
    f_start = func.entryPoint
    f_end = func.body.maxAddress
    print(f_start)
    print(f_end)
    print(""\n"")",https://www.github.com/cesena/ghidra2dwarf/commit/be52a0f7d29c54655e0c4160659984902c06fcc7
master,be52a0f7d29c54655e0c4160659984902c06fcc7,dwarfexport.py,__init__,"    def __init__(
        self, use_dec=False, only_dec_nam_fun=False, att_deb_inf=False, verbose=False
    ):
        self.use_decompiler = use_dec
        self.only_decompile_named_funcs = only_dec_nam_fun
        self.attach_debug_info = att_deb_inf
        self.verbose = verbose
        self.filepath = """"
        self.filename = """"
        self.dwarf_source_path = """"
        self.export_options = 0",https://www.github.com/cesena/ghidra2dwarf/commit/be52a0f7d29c54655e0c4160659984902c06fcc7
